description,category
Kotak Bank Bangalore,BANKING
Canva Pro #6891,SUBSCRIPTIONS
Pharmeasy POS 1501,HEALTH
Zepto App Bangalore,GROCERIES
Disney+ Hotstar online,ENTERTAINMENT
BigBasket 646.04,GROCERIES
HDFC Payroll POS 147,INCOME
Kotak Bank Mumbai,BANKING
AWS Subscription order 7679,SUBSCRIPTIONS
Grocery Market -promo,GROCERIES
Ubr 585.92,TRANSPORT
HDFC Payroll Bangalore,INCOME
College Fee NEFT 8330,EDUCATION
More Supermarket 8952.84 INR,GROCERIES
SBI Bank POS 4955,BANKING
Mahanagar Gas order 1434,UTILITIES
AWS Subscription +tax 655.59,SUBSCRIPTIONS
Headspace POS 5262,SUBSCRIPTIONS
IndianOil order 7368,FUEL
Amazon Web Services ACH 2078,SUBSCRIPTIONS
Axis Bank order 7340,BANKING
MSEB Electricity -promo,UTILITIES
AWS Subscription -promo,SUBSCRIPTIONS
Paycheck GPay txn 1344,INCOME
Paycheck ACH 8419,INCOME
Mutual Fund +tax 7685.80,INVESTMENT
Gaana POS 2231,ENTERTAINMENT
Uber -promo,TRANSPORT
Doctor Visit 4969.26 INR,HEALTH
BigBasket Bangalore,GROCERIES
Indian Oil GPay txn 8513,FUEL
GoFirst ACH 4266,TRAVEL
School Payment Bangalore,EDUCATION
Kotak Bank +tax 6145.03,BANKING
Zepto App UPI 8106,GROCERIES
Upstox GPay txn 6569,INVESTMENT
Indian Coffee House #4202,RESTAURANTS
Yatra.com order 1712,TRAVEL
Kotak Bank POS 3979,BANKING
JioFiber NEFT 5969,UTILITIES
Salary Credit +tax 7582.46,INCOME
Hdfc Bank order 3288,BANKING
1mg Pharmacy GPay txn 5128,HEALTH
Amazon Web Services order 5101,SUBSCRIPTIONS
Grocery Market 8412.76 INR,GROCERIES
Axis Bank Bangalore,BANKING
Bharat Petroleum -promo,FUEL
Ola Bangalore,TRANSPORT
NoBroker Rent 8973.98,RENT
Reliance Fuel UPI 9387,FUEL
Axis Bank online,BANKING
Employer Inc +tax 3170.60,INCOME
UpGrad #8871,EDUCATION
Zepto Mumbai,GROCERIES
Ajio online,SHOPPING
Indian Oil GPay txn 4897,FUEL
Doctor Visit 4676.02 INR,HEALTH
Yatra.com ACH 9210,TRAVEL
Dominos GPay txn 5759,RESTAURANTS
BookMyShow ACH 515,ENTERTAINMENT
HDFC Payroll ACH 5789,INCOME
BigBasket 7185.79,GROCERIES
College Fee ACH 3420,EDUCATION
HDFC Payroll NEFT 1672,INCOME
Grocery Market -promo,GROCERIES
Haldirams order 3262,RESTAURANTS
AWS Subscription order 6502,SUBSCRIPTIONS
HPCL Fuel online,FUEL
Amazon India online,SHOPPING
Coursera IN,EDUCATION
YouTube Premium 3956.27,SUBSCRIPTIONS
YouTube Premium GPay txn 6354,SUBSCRIPTIONS
Headspace POS 6135,SUBSCRIPTIONS
SIP Investment GPay txn 4059,INVESTMENT
BigBasket #5082,GROCERIES
Blinkit UPI 9925,GROCERIES
1mg Pharmacy IN,HEALTH
Zepto App online,GROCERIES
Doctor Visit POS 4957,HEALTH
Coursera order 4043,EDUCATION
Sharekhan order 6571,INVESTMENT
Nature's Basket -promo,GROCERIES
Airport Taxi 7644.68 INR,TRANSPORT
Zerodha 8761.47 INR,INVESTMENT
Mahanagar Gas Mumbai,UTILITIES
Airport Taxi 1061.31,TRANSPORT
BESCOM GPay txn 5963,UTILITIES
Gaana -promo,ENTERTAINMENT
Fortis Hospital order 1270,HEALTH
Bharat Petroleum NEFT 6384,FUEL
Great Learning online,EDUCATION
Vistara IN,TRAVEL
Pharmeasy NEFT 8998,HEALTH
Hotel Booking online,TRAVEL
Spotify 2320.11,ENTERTAINMENT
Bharat Petroleum IN,FUEL
Mutual Fund -promo,INVESTMENT
Amazon Prime Video 5765.41,ENTERTAINMENT
Mutual Fund order 3844,INVESTMENT
Myntra order 2650,SHOPPING
Apollo Clinic -promo,HEALTH
Rapido Bangalore,TRANSPORT
NestAway NEFT 1787,RENT
RedBus GPay txn 6240,TRANSPORT
HDFC Securities #7600,INVESTMENT
Barbeque Nation #1658,RESTAURANTS
Rapido #8724,TRANSPORT
Gaana +tax 2313.86,ENTERTAINMENT
Udemy GPay txn 831,EDUCATION
Zerodha NEFT 2780,INVESTMENT
Vistara UPI 4677,TRAVEL
HDFC Bank Mumbai,BANKING
Employer Inc #3144,INCOME
Gaana Bangalore,ENTERTAINMENT
Axis Bank -promo,BANKING
Sharekhan ACH 9413,INVESTMENT
1mg Pharmacy NEFT 9037,HEALTH
Uber POS 4576,TRANSPORT
More Supermarket 5168.72,GROCERIES
Coursera 1899.13 INR,EDUCATION
Zommato 9612.46,RESTAURANTS
1mg Pharmacy NEFT 3738,HEALTH
Ola Cabs order 5087,TRANSPORT
Rapido 3999.95 INR,TRANSPORT
Employer Inc Mumbai,INCOME
Swiggy IN,RESTAURANTS
MakeMyTrip IN,TRAVEL
Udemy 8598.70,EDUCATION
IRCTC Mumbai,TRANSPORT
MSEB Electricity UPI 9083,UTILITIES
ICICI Direct Bangalore,INVESTMENT
Prime Music IN,ENTERTAINMENT
MakeMyTrip ACH 9190,TRAVEL
Coursera 7932.56 INR,EDUCATION
Groww UPI 5603,INVESTMENT
Nykaa 6914.26 INR,SHOPPING
Apartment Dues UPI 3724,RENT
Airport Taxi +tax 5508.97,TRANSPORT
BWSSB Water POS 7900,UTILITIES
Rent Payment ACH 5515,RENT
Canva Pro GPay txn 950,SUBSCRIPTIONS
YouTube Premium Bangalore,SUBSCRIPTIONS
Netflix Mumbai,ENTERTAINMENT
Vistara online,TRAVEL
Zomato Bangalore,RESTAURANTS
Dominos +tax 6060.57,RESTAURANTS
Cult.fit 6090.93,SUBSCRIPTIONS
Rapido POS 1226,TRANSPORT
Great Learning 4958.48,EDUCATION
OLA online,TRANSPORT
Tanishq -promo,SHOPPING
Barbeque Nation online,RESTAURANTS
Canva Pro -promo,SUBSCRIPTIONS
Cult.fit 3430.67,SUBSCRIPTIONS
Paycheck GPay txn 7559,INCOME
Airtel Fiber Mumbai,UTILITIES
Cult.fit -promo,SUBSCRIPTIONS
Landlord online,RENT
Employer Inc NEFT 7087,INCOME
Nature's Basket +tax 6230.71,GROCERIES
Rent Payment NEFT 9932,RENT
Bharat Petroleum POS 9482,FUEL
Barbeque Nation online,RESTAURANTS
Landlord NEFT 9663,RENT
PVR Cinemas -promo,ENTERTAINMENT
Indian Oil Bangalore,FUEL
Coursera Bangalore,EDUCATION
RedBus Mumbai,TRANSPORT
Yatra.com #8264,TRAVEL
Apartment Dues 8637.79 INR,RENT
HDFC Bank UPI 2292,BANKING
BookMyShow IN,ENTERTAINMENT
Reliance Fuel -promo,FUEL
Upstox +tax 2938.25,INVESTMENT
Rent Payment 7336.87,RENT
Reliance Fuel +tax 3656.06,FUEL
Amazon Web Services +tax 2759.42,SUBSCRIPTIONS
ICICI Bank +tax 3757.72,BANKING
BWSSB Water online,UTILITIES
Kotak Bank -promo,BANKING
HPCL Fuel online,FUEL
Byju's GPay txn 2135,EDUCATION
HDFC Securities order 978,INVESTMENT
Uber UPI 415,TRANSPORT
Tanishq #8990,SHOPPING
BookMyShow #1944,ENTERTAINMENT
NoBroker Rent Bangalore,RENT
Apartment Dues UPI 3757,RENT
UpGrad IN,EDUCATION
Nature's Basket 3162.84 INR,GROCERIES
More Supermarket -promo,GROCERIES
Canva Pro 7788.11,SUBSCRIPTIONS
Upstox #110,INVESTMENT
GoFirst 3106.34,TRAVEL
HDFC Bank Mumbai,BANKING
BESCOM IN,UTILITIES
Axis Bank online,BANKING
Employer Inc UPI 4497,INCOME
AWS Subscription -promo,SUBSCRIPTIONS
Amazon Web Services #1879,SUBSCRIPTIONS
Axis Bank NEFT 9375,BANKING
Zerodha online,INVESTMENT
Unacademy GPay txn 2994,EDUCATION
RedBus 4067.02,TRANSPORT
Apollo Clinic GPay txn 952,HEALTH
Salary Credit order 6325,INCOME
Bharat Petroleum POS 5510,FUEL
Gaana Bangalore,ENTERTAINMENT
GoFirst 4233.56 INR,TRAVEL
Swiggy NEFT 2897,RESTAURANTS
Indian Oil ACH 6036,FUEL
Blinkit 423.11,GROCERIES
OYO Rooms GPay txn 6396,TRAVEL
Motilal Oswal UPI 2535,INVESTMENT
Dropbox plan 6468.88,SUBSCRIPTIONS
Reliance Fuel ACH 290,FUEL
UpGrad ACH 2255,EDUCATION
NoBroker Rent -promo,RENT
Cafe Coffee Day Bangalore,RESTAURANTS
NestAway online,RENT
Paycheck NEFT 7049,INCOME
School Payment -promo,EDUCATION
Netflix ACH 8258,ENTERTAINMENT
Flip cart IN,SHOPPING
Blinkit NEFT 310,GROCERIES
Disney+ Hotstar online,ENTERTAINMENT
Salary Credit GPay txn 4042,INCOME
Salary Credit 8529.63 INR,INCOME
HDFC Securities ACH 6128,INVESTMENT
Paycheck UPI 9857,INCOME
Byju's IN,EDUCATION
MSEB Electricity IN,UTILITIES
AWS Subscription ACH 7311,SUBSCRIPTIONS
NestAway 9642.62,RENT
Blinkit order 849,GROCERIES
ICICI Direct IN,INVESTMENT
Spotify 3383.09,ENTERTAINMENT
Vistara ACH 8403,TRAVEL
HDFC Payroll order 5026,INCOME
Gaana Mumbai,ENTERTAINMENT
Air India POS 5645,TRAVEL
Salary Credit IN,INCOME
HDFC Bank IN,BANKING
Ola POS 7951,TRANSPORT
SBI Bank Bangalore,BANKING
Sony LIV 4051.06 INR,ENTERTAINMENT
Ola IN,TRANSPORT
Airport Taxi order 5134,TRANSPORT
Dropbox plan GPay txn 1965,SUBSCRIPTIONS
Coursera Bangalore,EDUCATION
BESCOM 611.87,UTILITIES
Ola Cabs order 4247,TRANSPORT
Cafe Coffee Day POS 4023,RESTAURANTS
AWS Subscription NEFT 823,SUBSCRIPTIONS
SIP Investment #4048,INVESTMENT
Axis Bank UPI 8882,BANKING
Flpkart order 3956,SHOPPING
Indian Coffee House +tax 6481.95,RESTAURANTS
1mg Pharmacy NEFT 4998,HEALTH
ICICI Bank ACH 9985,BANKING
MSEB Electricity order 5198,UTILITIES
BWSSB Water 353.15 INR,UTILITIES
More Supermarket ACH 1265,GROCERIES
Amazon India 5061.59,SHOPPING
RedBus +tax 84.09,TRANSPORT
Nature's Basket order 7447,GROCERIES
Headspace ACH 7864,SUBSCRIPTIONS
YouTube Premium NEFT 1331,SUBSCRIPTIONS
Myntra UPI 8149,SHOPPING
Indian Coffee House IN,RESTAURANTS
1mg Pharmacy +tax 5577.77,HEALTH
Prime Music #6964,ENTERTAINMENT
Ola 8381.72 INR,TRANSPORT
Great Learning +tax 5490.92,EDUCATION
Headspace POS 4957,SUBSCRIPTIONS
Coursera Bangalore,EDUCATION
Myntra Mumbai,SHOPPING
Doctor Visit NEFT 6830,HEALTH
Hotel Booking +tax 7457.67,TRAVEL
Flipkart online,SHOPPING
SBI Bank #1000,BANKING
Landlord #5568,RENT
College Fee Mumbai,EDUCATION
Apollo Clinic -promo,HEALTH
HPCL Fuel POS 7454,FUEL
College Fee online,EDUCATION
Gaana #2343,ENTERTAINMENT
Apollo Clinic 2546.08 INR,HEALTH
BESCOM +tax 5554.62,UTILITIES
Ajio UPI 2353,SHOPPING
Angel One ACH 6350,INVESTMENT
Nykaa Mumbai,SHOPPING
MakeMyTrip ACH 8695,TRAVEL
Landlord Mumbai,RENT
MSEB Electricity Mumbai,UTILITIES
PVR Cinemas online,ENTERTAINMENT
Kotak Bank Bangalore,BANKING
Coursera 1022.10 INR,EDUCATION
HPCL Fuel #1062,FUEL
Prime Music ACH 5659,ENTERTAINMENT
College Fee +tax 2704.41,EDUCATION
HDFC Payroll 4258.18,INCOME
Blinkit +tax 7241.15,GROCERIES
IRCTC ACH 3247,TRANSPORT
Nature's Basket 282.66 INR,GROCERIES
YouTube Premium IN,SUBSCRIPTIONS
Angel One 926.41,INVESTMENT
Amazon India order 6981,SHOPPING
Fortis Hospital ACH 1178,HEALTH
Rent Payment POS 8378,RENT
Haldirams POS 7891,RESTAURANTS
IndiGo Mumbai,TRAVEL
School Payment POS 4506,EDUCATION
Sharekhan 1717.77 INR,INVESTMENT
SBI Bank -promo,BANKING
Sony LIV order 1774,ENTERTAINMENT
Bharat Petroleum order 9214,FUEL
Indian Coffee House #7654,RESTAURANTS
Ajio +tax 8608.33,SHOPPING
Motilal Oswal GPay txn 2510,INVESTMENT
Bharat Petroleum Bangalore,FUEL
ICICI Bank Bangalore,BANKING
Indian Coffee House Mumbai,RESTAURANTS
HPCL Fuel 447.23 INR,FUEL
Netflix GPay txn 5941,ENTERTAINMENT
Mutual Fund 5036.10,INVESTMENT
GoFirst Bangalore,TRAVEL
Dominos 5324.58 INR,RESTAURANTS
Dominos UPI 8885,RESTAURANTS
Spotify online,ENTERTAINMENT
College Fee GPay txn 2124,EDUCATION
Cafe Coffee Day UPI 2178,RESTAURANTS
GoFirst online,TRAVEL
Paycheck POS 2598,INCOME
HDFC Payroll Bangalore,INCOME
Hotel Booking order 7355,TRAVEL
Zmt UPI 332,RESTAURANTS
IRCTC #6365,TRANSPORT
Landlord ACH 3343,RENT
Airtel Fiber 1576.71,UTILITIES
AWS Subscription online,SUBSCRIPTIONS
Dropbox plan Bangalore,SUBSCRIPTIONS
Tanishq POS 9773,SHOPPING
Vistara IN,TRAVEL
OYO Rooms IN,TRAVEL
Prime Music ACH 4697,ENTERTAINMENT
Cult.fit online,SUBSCRIPTIONS
Reliance Fuel POS 3466,FUEL
NestAway online,RENT
School Payment order 3481,EDUCATION
More Supermarket Bangalore,GROCERIES
More Supermarket IN,GROCERIES
Amazon India order 6433,SHOPPING
MSEB Electricity UPI 7919,UTILITIES
Udemy Bangalore,EDUCATION
Landlord order 7966,RENT
Udemy #5341,EDUCATION
IndiGo GPay txn 1599,TRAVEL
Swiggy +tax 5568.60,RESTAURANTS
Tanishq #3827,SHOPPING
Zepto UPI 8306,GROCERIES
Swiggy order 2019,RESTAURANTS
NestAway IN,RENT
Cafe Coffee Day IN,RESTAURANTS
Grocery Market POS 2603,GROCERIES
Grocery Market IN,GROCERIES
RedBus IN,TRANSPORT
Nykaa online,SHOPPING
Grocery Market UPI 4675,GROCERIES
Reliance Fresh online,GROCERIES
RedBus Mumbai,TRANSPORT
IndiGo order 6907,TRAVEL
Air India POS 9397,TRAVEL
NoBroker Rent order 9074,RENT
Landlord 3342.67,RENT
NestAway Bangalore,RENT
Vistara 4358.44 INR,TRAVEL
HDFC Bank #2894,BANKING
IndiGo Bangalore,TRAVEL
Salary Credit order 9821,INCOME
NoBroker Rent +tax 2762.66,RENT
Croma POS 5321,SHOPPING
Ola order 5907,TRANSPORT
Angel One -promo,INVESTMENT
Fortis Hospital online,HEALTH
Blinkit order 6652,GROCERIES
Swiggy ACH 6589,RESTAURANTS
HDFC Bank UPI 4685,BANKING
Cafe Coffee Day IN,RESTAURANTS
Reliance Fuel +tax 234.17,FUEL
1mg Pharmacy ACH 4958,HEALTH
Reliance Fuel NEFT 1731,FUEL
Fortis Hospital 2968.40 INR,HEALTH
Uber IN,TRANSPORT
Unacademy ACH 9767,EDUCATION
Yatra.com #1766,TRAVEL
Spotify Bangalore,ENTERTAINMENT
NoBroker Rent Bangalore,RENT
Airport Taxi 8158.98 INR,TRANSPORT
Vistara Bangalore,TRAVEL
PVR Cinemas #7027,ENTERTAINMENT
Spotify 2488.66,ENTERTAINMENT
Reliance Fuel #1566,FUEL
Landlord Mumbai,RENT
AWS Subscription order 3787,SUBSCRIPTIONS
Salary Credit #4569,INCOME
Angel One 2258.27,INVESTMENT
College Fee +tax 1535.47,EDUCATION
Apollo Clinic UPI 8921,HEALTH
Cult.fit IN,SUBSCRIPTIONS
Angel One 2879.27 INR,INVESTMENT
Nature's Basket GPay txn 7805,GROCERIES
Grocery Market order 9860,GROCERIES
Paycheck NEFT 7105,INCOME
Cafe Coffee Day +tax 7123.50,RESTAURANTS
Bharat Petroleum order 3709,FUEL
ICICI Direct +tax 536.29,INVESTMENT
Angel One 930.09,INVESTMENT
Zomato -promo,RESTAURANTS
SBI Bank UPI 5036,BANKING
Great Learning 4391.23,EDUCATION
Motilal Oswal NEFT 5322,INVESTMENT
MakeMyTrip NEFT 109,TRAVEL
Tanishq +tax 4631.78,SHOPPING
HDFC Bank -promo,BANKING
SBI Bank NEFT 4278,BANKING
Airport Taxi Mumbai,TRANSPORT
Tanishq +tax 5862.18,SHOPPING
Coursera NEFT 2629,EDUCATION
Cafe Coffee Day +tax 6706.94,RESTAURANTS
Cafe Coffee Day NEFT 6958,RESTAURANTS
More Supermarket 2908.15,GROCERIES
UpGrad ACH 4869,EDUCATION
IRCTC UPI 3742,TRANSPORT
Spotify POS 7307,ENTERTAINMENT
Nature's Basket order 9753,GROCERIES
SBI Bank 8632.99,BANKING
Paycheck ACH 5411,INCOME
College Fee -promo,EDUCATION
Croma POS 9107,SHOPPING
HPCL Fuel +tax 7812.15,FUEL
More Supermarket Bangalore,GROCERIES
Paycheck online,INCOME
BESCOM IN,UTILITIES
Amazon India online,SHOPPING
Unacademy 3705.07 INR,EDUCATION
Apartment Dues #4477,RENT
Indian Coffee House Bangalore,RESTAURANTS
Mutual Fund +tax 2183.78,INVESTMENT
Rapido POS 1808,TRANSPORT
Flpkart GPay txn 286,SHOPPING
India Oil POS 2069,FUEL
PVR Cinemas NEFT 7535,ENTERTAINMENT
PVR Cinemas #9429,ENTERTAINMENT
Reliance Fresh Bangalore,GROCERIES
Sharekhan IN,INVESTMENT
Blinkit +tax 4446.73,GROCERIES
HDFC Securities Mumbai,INVESTMENT
HDFC Payroll Mumbai,INCOME
1mg Pharmacy NEFT 4131,HEALTH
NestAway Bangalore,RENT
HPCL Fuel -promo,FUEL
Cafe Coffee Day IN,RESTAURANTS
Haldirams Bangalore,RESTAURANTS
Mahanagar Gas #7367,UTILITIES
Sony LIV #4611,ENTERTAINMENT
Amazon Web Services ACH 5705,SUBSCRIPTIONS
Yatra.com +tax 5198.83,TRAVEL
Mahanagar Gas online,UTILITIES
HDFC Bank POS 499,BANKING
Unacademy Bangalore,EDUCATION
Grocery Market #1456,GROCERIES
Myntra.com -promo,SHOPPING
Angel One #3553,INVESTMENT
School Payment online,EDUCATION
Unacademy NEFT 2282,EDUCATION
Bharat Petroleum +tax 9791.20,FUEL
ICICI Bank GPay txn 4418,BANKING
YouTube Premium order 3105,SUBSCRIPTIONS
Doctor Visit +tax 664.14,HEALTH
AWS Subscription -promo,SUBSCRIPTIONS
Great Learning online,EDUCATION
Airport Taxi #2513,TRANSPORT
Zepto online,GROCERIES
Angel One order 7999,INVESTMENT
Kotak Bank #9321,BANKING
Reliance Fresh +tax 6042.96,GROCERIES
Sviggy UPI 4008,RESTAURANTS
Kotak Bank Mumbai,BANKING
AWS Subscription +tax 269.65,SUBSCRIPTIONS
Groww UPI 8954,INVESTMENT
Grocery Market #4558,GROCERIES
Blinkit 6617.55,GROCERIES
BWSSB Water online,UTILITIES
NestAway UPI 2421,RENT
Employer Inc order 6727,INCOME
JioFiber order 129,UTILITIES
YouTube Premium IN,SUBSCRIPTIONS
BWSSB Water order 7188,UTILITIES
Nature's Basket IN,GROCERIES
Mahanagar Gas online,UTILITIES
UpGrad Mumbai,EDUCATION
UpGrad IN,EDUCATION
Canva Pro 657.59,SUBSCRIPTIONS
HPCL Fuel 9610.94,FUEL
HDFC Payroll NEFT 8316,INCOME
Tanishq #995,SHOPPING
Pharmeasy POS 3005,HEALTH
ICICI Bank GPay txn 9603,BANKING
Apollo Clinic NEFT 9182,HEALTH
Nykaa order 5953,SHOPPING
Kotak Bank UPI 4468,BANKING
Swiggy order 9946,RESTAURANTS
Air India ACH 7137,TRAVEL
BigBasket ACH 6083,GROCERIES
MSEB Electricity order 4017,UTILITIES
Indian Oil 7702.99 INR,FUEL
Gaana GPay txn 2175,ENTERTAINMENT
Doctor Visit order 6312,HEALTH
Barbeque Nation UPI 1753,RESTAURANTS
Fortis Hospital 350.40 INR,HEALTH
YouTube Premium IN,SUBSCRIPTIONS
YouTube Premium IN,SUBSCRIPTIONS
Indian Coffee House +tax 4809.32,RESTAURANTS
BESCOM order 5534,UTILITIES
Mutual Fund -promo,INVESTMENT
Doctor Visit NEFT 6498,HEALTH
Indian Coffee House online,RESTAURANTS
Udemy GPay txn 7961,EDUCATION
Headspace IN,SUBSCRIPTIONS
Apartment Dues #1822,RENT
Motilal Oswal UPI 2748,INVESTMENT
Angel One 7965.17,INVESTMENT
Ajio Mumbai,SHOPPING
MakeMyTrip GPay txn 2068,TRAVEL
Mahanagar Gas -promo,UTILITIES
Byju's ACH 5334,EDUCATION
SBI Bank +tax 3542.62,BANKING
IRCTC POS 185,TRANSPORT
BigBasket +tax 9276.54,GROCERIES
Amazon Web Services NEFT 2816,SUBSCRIPTIONS
Rent Payment GPay txn 6828,RENT
Landlord #7219,RENT
Pharmeasy 7473.70 INR,HEALTH
BookMyShow POS 6239,ENTERTAINMENT
Employer Inc 8911.45,INCOME
ICICI Payroll IN,INCOME
Motilal Oswal ACH 9429,INVESTMENT
Doctor Visit UPI 580,HEALTH
NestAway order 7158,RENT
School Payment 8692.09 INR,EDUCATION
NoBroker Rent #6585,RENT
Employer Inc order 6111,INCOME
HDFC Payroll order 7911,INCOME
OYO Rooms order 7505,TRAVEL
Cult.fit Bangalore,SUBSCRIPTIONS
Sony LIV UPI 3889,ENTERTAINMENT
Hotel Booking 9159.51,TRAVEL
RedBus ACH 996,TRANSPORT
Reliance Fuel NEFT 3467,FUEL
Zepto -promo,GROCERIES
Canva Pro POS 1866,SUBSCRIPTIONS
Indian Coffee House ACH 9441,RESTAURANTS
Reliance Fuel 3659.29 INR,FUEL
BESCOM online,UTILITIES
1mg Pharmacy order 5079,HEALTH
Uber India +tax 5501.22,TRANSPORT
Reliance Fresh -promo,GROCERIES
Myntr 2975.85,SHOPPING
NestAway #2151,RENT
MakeMyTrip GPay txn 9150,TRAVEL
Grocery Market online,GROCERIES
Byju's 4790.35,EDUCATION
1mg Pharmacy ACH 4644,HEALTH
RedBus UPI 9952,TRANSPORT
School Payment ACH 9966,EDUCATION
Kotak Bank online,BANKING
Sony LIV GPay txn 9667,ENTERTAINMENT
Mutual Fund POS 2233,INVESTMENT
Tanishq 3515.01 INR,SHOPPING
Zomato #2516,RESTAURANTS
Indian Oil Mumbai,FUEL
HPCL Fuel #7738,FUEL
Salary Credit Bangalore,INCOME
More Supermarket GPay txn 2990,GROCERIES
Amazon India Mumbai,SHOPPING
HDFC Bank IN,BANKING
Zepto Bangalore,GROCERIES
Fortis Hospital GPay txn 2688,HEALTH
Zepto -promo,GROCERIES
Sony LIV NEFT 5702,ENTERTAINMENT
Employer Inc GPay txn 7762,INCOME
BookMyShow Mumbai,ENTERTAINMENT
Byju's UPI 438,EDUCATION
AWS Subscription NEFT 6378,SUBSCRIPTIONS
Bharat Petroleum -promo,FUEL
Fortis Hospital 9330.29 INR,HEALTH
Headspace order 2410,SUBSCRIPTIONS
Reliance Fuel 8337.21 INR,FUEL
AWS Subscription POS 2851,SUBSCRIPTIONS
IRCTC order 7541,TRANSPORT
Cafe Coffee Day -promo,RESTAURANTS
Groww +tax 7651.98,INVESTMENT
BESCOM #6162,UTILITIES
BWSSB Water order 9451,UTILITIES
BESCOM 1832.20 INR,UTILITIES
Canva Pro 9015.21 INR,SUBSCRIPTIONS
School Payment +tax 9163.48,EDUCATION
Pharmeasy UPI 4951,HEALTH
Angel One -promo,INVESTMENT
College Fee -promo,EDUCATION
Landlord NEFT 8680,RENT
Airtel Fiber UPI 3097,UTILITIES
Vistara NEFT 1227,TRAVEL
Blinkit Mumbai,GROCERIES
Dominos 6309.44,RESTAURANTS
BigBasket IN,GROCERIES
Mutual Fund Bangalore,INVESTMENT
Ola Cabs IN,TRANSPORT
Blinkit IN,GROCERIES
Indian Coffee House online,RESTAURANTS
Spotify IN,ENTERTAINMENT
Landlord POS 986,RENT
Reliance Fuel NEFT 6287,FUEL
Amazon Web Services 6134.38 INR,SUBSCRIPTIONS
Bharat Petroleum Mumbai,FUEL
More Supermarket GPay txn 2832,GROCERIES
Zepto App NEFT 2769,GROCERIES
NestAway online,RENT
Salary Credit #935,INCOME
Amazon.in IN,SHOPPING
Employer Inc 6902.31 INR,INCOME
Reliance Fuel order 174,FUEL
MSEB Electricity 326.22,UTILITIES
ICICI Bank GPay txn 3106,BANKING
Bharat Petroleum IN,FUEL
India Oil NEFT 7559,FUEL
Rent Payment Bangalore,RENT
Air India +tax 8509.72,TRAVEL
Disney+ Hotstar Mumbai,ENTERTAINMENT
Dropbox plan POS 814,SUBSCRIPTIONS
Spotify Mumbai,ENTERTAINMENT
Ajio ACH 6823,SHOPPING
HDFC Securities +tax 1008.47,INVESTMENT
Bharat Petroleum order 1014,FUEL
Grocery Market POS 4378,GROCERIES
Udemy -promo,EDUCATION
SBI Bank order 5479,BANKING
Hdfc Bank 2047.81,BANKING
Nature's Basket 7207.61,GROCERIES
1mg Pharmacy Mumbai,HEALTH
BigBasket online,GROCERIES
NestAway 6611.79 INR,RENT
Bharat Petroleum GPay txn 3845,FUEL
YouTube Premium order 9273,SUBSCRIPTIONS
ICICI Direct Mumbai,INVESTMENT
NoBroker Rent IN,RENT
Hotel Booking 816.21,TRAVEL
HPCL Fuel 6367.09,FUEL
NestAway -promo,RENT
NestAway GPay txn 2184,RENT
Yatra.com online,TRAVEL
Mutual Fund #7012,INVESTMENT
Bharat Petroleum #2211,FUEL
Bharat Petroleum 6527.19,FUEL
Apollo Clinic ACH 2082,HEALTH
Headspace ACH 1757,SUBSCRIPTIONS
Tanishq IN,SHOPPING
Blinkit Bangalore,GROCERIES
More Supermarket -promo,GROCERIES
Gaana GPay txn 9394,ENTERTAINMENT
Airtel Fiber UPI 4246,UTILITIES
ICICI Bank +tax 7741.30,BANKING
HPCL Fuel +tax 2499.11,FUEL
Coursera UPI 9595,EDUCATION
Spotify online,ENTERTAINMENT
GoFirst NEFT 9379,TRAVEL
Uber order 7889,TRANSPORT
Air India IN,TRAVEL
SBI Bank +tax 3486.58,BANKING
Nature's Basket order 9006,GROCERIES
Amazon India IN,SHOPPING
MSEB Electricity online,UTILITIES
BESCOM IN,UTILITIES
HDFC Bank online,BANKING
School Payment UPI 9182,EDUCATION
Headspace Mumbai,SUBSCRIPTIONS
Ajio +tax 321.08,SHOPPING
Ola Bangalore,TRANSPORT
Indian Oil Bangalore,FUEL
School Payment IN,EDUCATION
HPCL Fuel 8130.46 INR,FUEL
ICICI Bank POS 7968,BANKING
NoBroker Rent 8041.29 INR,RENT
Motilal Oswal +tax 4391.75,INVESTMENT
Zomato online,RESTAURANTS
NestAway online,RENT
Uber #7130,TRANSPORT
Haldirams 7409.32,RESTAURANTS
Bharat Petroleum NEFT 5650,FUEL
Yatra.com #6032,TRAVEL
Dropbox plan order 3757,SUBSCRIPTIONS
JioFiber NEFT 528,UTILITIES
Rapido -promo,TRANSPORT
RedBus order 2879,TRANSPORT
HDFC Payroll 7396.49 INR,INCOME
Axis Bank NEFT 7813,BANKING
Yatra.com UPI 9139,TRAVEL
Ola Mumbai,TRANSPORT
Nykaa order 2882,SHOPPING
Tanishq 9585.77,SHOPPING
Pharmeasy online,HEALTH
Bharat Petroleum 7482.55 INR,FUEL
GoFirst Mumbai,TRAVEL
Uber India NEFT 6272,TRANSPORT
Zepto #4415,GROCERIES
RedBus UPI 6322,TRANSPORT
Pharmeasy Bangalore,HEALTH
Uber Bangalore,TRANSPORT
Salary Credit online,INCOME
Zerodha NEFT 854,INVESTMENT
Zerodha -promo,INVESTMENT
Air India Mumbai,TRAVEL
Vistara UPI 115,TRAVEL
Air India Mumbai,TRAVEL
Landlord -promo,RENT
Dominos #5021,RESTAURANTS
Headspace 1121.95 INR,SUBSCRIPTIONS
